customer_id,name,email,age,order_amount,signup_date,is_premium,region
74,Customer_74,customer74@example.com,48.0,77.98,2024-05-26,False,East
75,Customer_75,customer75@example.com,14.0,150.25,2024-05-28,False,West
76,Customer_76,customer76@example.com,42.0,82.06,2024-05-30,False,East
77,Customer_77,customer77@example.com,36.0,84.71,2024-06-01,False,East
78,Customer_78,customer78@example.com,33.0,148.84,2024-06-03,False,West
79,Customer_79,customer79@example.com,36.0,30.68,2024-06-05,False,North
80,Customer_80,customer80@example.com,19.0,32.25,2024-06-07,True,South
81,Customer_81,customer81@example.com,33.0,67.54,2024-06-09,False,North
82,Customer_82,customer82@example.com,38.0,105.45,2024-06-11,False,West
83,Customer_83,customer83@example.com,47.0,227.79,2024-06-13,True,West
84,Customer_84,customer84@example.com,31.0,110.14,2024-06-15,False,North
85,Customer_85,customer85@example.com,29.0,123.22,2024-06-17,False,East
86,Customer_86,customer86@example.com,31.0,99.08,2024-06-19,False,West
87,Customer_87,customer87@example.com,42.0,158.92,2024-06-21,False,North
88,Customer_88,customer88@example.com,38.0,60.79,2024-06-23,False,East
89,Customer_89,customer89@example.com,31.0,114.76,2024-06-25,True,West
90,Customer_90,customer90@example.com,39.0,168.07,2024-06-27,False,North
91,Customer_91,customer91@example.com,36.0,147.98,2024-06-29,False,East
92,Customer_92,customer92@example.com,43.0,126.22,2024-07-01,True,North
93,Customer_93,customer93@example.com,29.0,127.39,2024-07-03,False,West
94,Customer_94,customer94@example.com,32.0,179.68,2024-07-05,False,West
95,Customer_95,customer95@example.com,32.0,470.86,2024-07-07,False,West
96,Customer_96,customer96@example.com,23.0,64.45,2024-07-09,False,South
97,Customer_97,customer97@example.com,37.0,479.5,2024-07-11,False,West
98,Customer_98,customer98@example.com,37.0,61.93,2024-07-13,False,West
99,Customer_99,customer99@example.com,35.0,11.51,2024-07-15,False,South
100,Customer_100,customer100@example.com,33.0,80.69,2024-07-17,False,West
101,Customer_101,customer101@example.com,24.0,161.1,2024-07-19,True,North
102,Customer_102,customer102@example.com,32.0,408.87,2024-07-21,False,East
103,Customer_103,customer103@example.com,32.0,56.63,2024-07-23,True,North
104,Customer_104,customer104@example.com,29.0,178.94,2024-07-25,True,North
105,Customer_105,customer105@example.com,34.0,35.79,2024-07-27,False,North
106,Customer_106,,38.0,399.4,2024-07-29,False,East
107,Customer_107,customer107@example.com,50.0,277.51,2024-07-31,False,South
108,Customer_108,customer108@example.com,36.0,84.85,2024-08-02,False,East
109,Customer_109,customer109@example.com,37.0,307.25,2024-08-04,False,North
110,Customer_110,,34.0,114.23,2024-08-06,False,South
111,Customer_111,customer111@example.com,20.0,287.24,2024-08-08,True,South
112,Customer_112,,35.0,125.51,2024-08-10,False,East
113,Customer_113,customer113@example.com,35.0,129.6,2024-08-12,True,South
114,Customer_114,customer114@example.com,55.0,86.29,2024-08-14,False,East
115,Customer_115,customer115@example.com,33.0,195.53,2024-08-16,True,West
116,Customer_116,customer116@example.com,37.0,137.01,2024-08-18,False,East
117,Customer_117,,35.0,181.72,2024-08-20,True,North
118,Customer_118,customer118@example.com,26.0,27.53,2024-08-22,False,North
119,Customer_119,customer119@example.com,44.0,294.01,2024-08-24,False,West
120,Customer_120,customer120@example.com,41.0,343.37,2024-08-26,False,North
121,Customer_121,customer121@example.com,41.0,136.54,2024-08-28,True,West
122,Customer_122,customer122@example.com,28.0,449.53,2024-08-30,False,South
123,Customer_123,customer123@example.com,46.0,383.63,2024-09-01,True,West
124,Customer_124,customer124@example.com,24.0,198.48,2024-09-03,False,East
125,Customer_125,customer125@example.com,40.0,309.86,2024-09-05,True,West
126,Customer_126,,53.0,258.04,2024-09-07,True,South
127,Customer_127,customer127@example.com,27.0,20.33,2024-09-09,True,East
128,Customer_128,customer128@example.com,30.0,100.69,2024-09-11,False,South
129,Customer_129,customer129@example.com,36.0,208.14,2024-09-13,False,South
130,Customer_130,customer130@example.com,31.0,358.29,2024-09-15,True,East
131,Customer_131,customer131@example.com,23.0,33.33,2024-09-17,False,West
132,Customer_132,customer132@example.com,36.0,21.97,2024-09-19,False,West
133,Customer_133,customer133@example.com,27.0,119.7,2024-09-21,False,East
134,Customer_134,customer134@example.com,39.0,12.66,2024-09-23,False,South
135,Customer_135,customer135@example.com,28.0,116.57,2024-09-25,False,South
136,Customer_136,customer136@example.com,47.0,163.96,2024-09-27,False,East
137,Customer_137,customer137@example.com,,54.29,2024-09-29,True,North
138,Customer_138,customer138@example.com,32.0,119.03,2024-10-01,True,North
139,Customer_139,customer139@example.com,42.0,242.16,2024-10-03,False,South
140,Customer_140,customer140@example.com,25.0,80.37,2024-10-05,False,North
141,Customer_141,customer141@example.com,37.0,62.87,2024-10-07,False,North
142,Customer_142,customer142@example.com,45.0,114.92,2024-10-09,True,North
143,Customer_143,customer143@example.com,22.0,49.17,2024-10-11,False,North
144,Customer_144,customer144@example.com,36.0,428.06,2024-10-13,False,North
145,Customer_145,customer145@example.com,37.0,128.45,2024-10-15,True,West
146,Customer_146,customer146@example.com,41.0,68.75,2024-10-17,True,South
147,Customer_147,customer147@example.com,25.0,146.88,2024-10-19,False,South
148,Customer_148,customer148@example.com,24.0,114.44,2024-10-21,False,East
149,Customer_149,customer149@example.com,39.0,104.8,2024-10-23,True,North
150,Customer_150,customer150@example.com,37.0,80.35,2024-10-25,True,West
151,Customer_151,customer151@example.com,37.0,77.13,2024-10-27,True,East
152,Customer_152,customer152@example.com,38.0,28.2,2024-10-29,False,North
153,Customer_153,customer153@example.com,30.0,309.55,2024-10-31,True,South
154,Customer_154,customer154@example.com,37.0,189.55,2024-11-02,True,West
155,Customer_155,customer155@example.com,37.0,157.62,2024-11-04,False,West
156,Customer_156,customer156@example.com,29.0,113.02,2024-11-06,True,South
157,Customer_157,,50.0,53.43,2024-11-08,False,East
158,Customer_158,customer158@example.com,39.0,65.14,2024-11-10,True,North
159,Customer_159,customer159@example.com,25.0,31.67,2024-11-12,True,West
160,Customer_160,customer160@example.com,40.0,72.27,2024-11-14,True,North
161,Customer_161,customer161@example.com,27.0,46.8,2024-11-16,False,West
162,Customer_162,customer162@example.com,41.0,369.85,2024-11-18,False,East
163,Customer_163,customer163@example.com,44.0,231.27,2024-11-20,False,East
164,Customer_164,customer164@example.com,28.0,132.64,2024-11-22,False,South
165,Customer_165,customer165@example.com,43.0,58.78,2024-11-24,False,North
166,Customer_166,customer166@example.com,38.0,49.06,2024-11-26,True,North
167,Customer_167,customer167@example.com,42.0,107.46,2024-11-28,True,North
168,Customer_168,customer168@example.com,50.0,237.83,2024-11-30,False,North
169,Customer_169,customer169@example.com,,32.6,2024-12-02,True,East
170,Customer_170,customer170@example.com,29.0,187.82,2024-12-04,True,South
171,Customer_171,customer171@example.com,28.0,71.99,2024-12-06,True,North
172,Customer_172,customer172@example.com,28.0,83.52,2024-12-08,True,West
173,Customer_173,customer173@example.com,34.0,129.76,2024-12-10,True,West
174,Customer_174,customer174@example.com,38.0,60.57,2024-12-12,False,West
175,Customer_175,customer175@example.com,37.0,103.26,2024-12-14,False,West
176,Customer_176,customer176@example.com,42.0,56.11,2024-12-16,False,North
177,Customer_177,customer177@example.com,35.0,77.06,2024-12-18,False,South
178,Customer_178,customer178@example.com,47.0,213.33,2024-12-20,False,East
179,Customer_179,customer179@example.com,33.0,134.87,2024-12-22,True,East
180,Customer_180,customer180@example.com,57.0,212.78,2024-12-24,False,North
181,Customer_181,customer181@example.com,40.0,71.19,2024-12-26,False,West
182,Customer_182,customer182@example.com,28.0,188.79,2024-12-28,True,North
183,Customer_183,customer183@example.com,26.0,24.36,2024-12-30,False,North
184,Customer_184,customer184@example.com,39.0,129.71,2025-01-01,False,South
185,Customer_185,customer185@example.com,33.0,197.59,2025-01-03,False,East
186,Customer_186,customer186@example.com,41.0,23.27,2025-01-05,False,East
187,Customer_187,customer187@example.com,39.0,71.91,2025-01-07,True,North
188,Customer_188,customer188@example.com,34.0,129.65,2025-01-09,False,West
189,Customer_189,customer189@example.com,28.0,249.94,2025-01-11,False,North
190,Customer_190,customer190@example.com,23.0,77.05,2025-01-13,True,North
191,Customer_191,customer191@example.com,31.0,183.64,2025-01-15,False,West
192,Customer_192,customer192@example.com,42.0,322.98,2025-01-17,False,West
193,Customer_193,customer193@example.com,37.0,189.61,2025-01-19,False,West
194,Customer_194,customer194@example.com,25.0,106.35,2025-01-21,False,West
195,Customer_195,customer195@example.com,36.0,164.49,2025-01-23,False,East
196,Customer_196,customer196@example.com,38.0,75.17,2025-01-25,True,East
197,Customer_197,customer197@example.com,28.0,133.57,2025-01-27,True,North
198,Customer_198,customer198@example.com,,110.52,2025-01-29,False,South
199,Customer_199,customer199@example.com,35.0,160.62,2025-01-31,False,South
200,Customer_200,customer200@example.com,26.0,89.21,2025-02-02,True,North
